class,cap-diameter,stem-width,stem-height,weight
poisonous,11.97,26.91,4.91,146
edible,8.39,13.87,7.63,149
edible,1.2,1.7,3.76,43
poisonous,6.97,9.32,5.98,141
edible,3.68,8.49,2.75,103
poisonous,8.3,8.53,9.21,81
edible,6.97,15.97,8.4,119
edible,4.14,7.58,5.77,138
edible,4.78,11.87,6.01,155
edible,5.04,8.56,6.78,191
poisonous,0.68,0.83,3.62,95
poisonous,5.04,7.14,5.65,102
edible,10.69,21.66,7.71,124
poisonous,5.0,6.08,4.89,50
poisonous,4.49,12.99,3.77,42
edible,7.08,12.4,5.71,146
poisonous,3.72,5.22,6.47,104
edible,8.7,14.73,7.62,76
edible,8.1,19.05,6.26,194
edible,3.75,3.44,7.47,39
edible,6.17,12.9,5.61,151
poisonous,2.98,5.23,2.98,34
edible,10.3,13.62,2.21,82
edible,4.41,17.33,3.93,88
poisonous,7.66,15.44,11.13,117
poisonous,4.08,0.0,0.0,29
poisonous,1.46,2.61,2.39,172
poisonous,10.48,11.08,10.09,92
poisonous,2.6,5.51,4.5,18
edible,1.64,2.57,5.11,158
edible,3.08,6.93,6.07,106
edible,4.24,35.07,7.74,154
edible,3.55,3.73,5.36,180
poisonous,15.45,41.28,5.81,87
poisonous,3.59,6.56,7.89,114
edible,4.17,3.65,5.47,183
edible,1.51,2.27,7.21,135
edible,12.05,23.98,6.03,174
edible,4.79,10.07,3.73,23
edible,4.18,3.97,6.03,32
poisonous,3.36,2.74,3.77,177
edible,14.46,17.56,10.24,75
poisonous,1.93,3.51,3.52,67
poisonous,1.09,1.47,3.19,77
poisonous,0.67,1.04,4.36,128
poisonous,8.65,26.69,3.51,123
edible,7.16,11.9,5.64,125
edible,4.75,11.22,5.27,23
poisonous,5.17,7.95,6.98,179
edible,4.01,8.09,6.89,146
edible,15.51,34.91,14.83,124
poisonous,6.52,12.9,12.38,170
poisonous,2.81,5.41,2.69,185
poisonous,8.59,29.28,9.95,65
edible,6.63,11.17,5.95,168
poisonous,12.79,26.12,8.41,172
poisonous,5.52,5.38,3.55,34
poisonous,3.67,17.05,4.51,13
poisonous,3.03,7.47,2.79,68
edible,6.98,17.24,6.39,165
edible,4.73,10.9,4.71,124
poisonous,0.44,0.95,3.91,56
edible,6.4,13.81,6.69,93
poisonous,16.16,35.35,6.03,146
edible,0.93,1.74,3.02,57
poisonous,19.17,32.95,8.24,191
poisonous,15.62,34.99,4.07,82
edible,10.16,20.51,8.56,45
poisonous,4.04,3.05,4.42,72
edible,13.53,17.54,10.11,12
poisonous,7.49,14.16,7.68,6
edible,1.62,1.51,5.04,109
edible,11.09,23.13,8.05,129
poisonous,2.1,2.45,3.55,114
poisonous,5.03,13.48,4.01,90
poisonous,3.12,6.05,4.05,173
poisonous,5.38,12.7,3.89,124
poisonous,12.79,26.17,7.96,131
poisonous,15.19,17.67,17.42,187
poisonous,4.67,2.68,4.03,20
poisonous,1.24,4.97,3.38,66
poisonous,2.71,2.6,3.51,117
poisonous,0.84,2.35,2.65,180
edible,8.43,15.75,10.18,162
poisonous,3.52,3.58,4.15,16
poisonous,6.64,11.58,6.24,39
poisonous,5.13,6.81,4.07,15
poisonous,5.5,11.14,4.94,68
poisonous,15.56,34.37,5.41,54
edible,7.95,12.73,7.84,153
poisonous,6.06,10.04,5.2,73
poisonous,3.21,0.0,0.0,52
poisonous,4.39,6.93,11.72,24
poisonous,7.53,14.42,8.37,105
poisonous,5.64,12.69,7.79,199
poisonous,1.88,2.19,5.08,176
poisonous,17.18,40.47,4.34,165
poisonous,4.4,7.05,5.47,193
edible,7.88,34.01,6.93,141
poisonous,5.66,6.47,5.21,72
poisonous,3.73,5.56,5.45,39
poisonous,2.82,13.32,3.61,69
edible,10.04,17.64,11.36,12
edible,7.19,20.9,5.68,49
poisonous,1.91,3.34,5.58,91
poisonous,0.81,2.47,3.06,179
edible,4.46,7.73,6.44,172
poisonous,7.06,16.95,1.42,80
edible,5.89,9.7,7.16,186
poisonous,11.27,18.09,11.84,80
poisonous,6.88,6.51,12.46,178
edible,4.55,3.9,5.99,51
edible,6.76,25.0,11.91,19
poisonous,11.12,27.72,8.86,109
edible,11.83,15.78,2.63,151
edible,5.76,12.27,3.9,30
poisonous,4.64,0.0,0.0,56
poisonous,14.18,26.25,5.18,97
poisonous,2.92,8.25,3.08,154
edible,8.47,10.16,7.58,25
edible,9.87,30.02,7.03,55
poisonous,9.12,14.63,6.15,42
poisonous,8.16,15.37,8.49,24
edible,4.68,11.33,6.1,161
poisonous,2.66,0.0,0.0,183
poisonous,7.25,14.4,5.1,136
edible,4.89,9.66,4.67,59
edible,3.22,5.03,6.35,96
edible,6.88,11.24,7.76,32
poisonous,2.84,5.98,3.77,8
poisonous,14.49,26.63,4.15,154
poisonous,3.85,7.82,6.01,80
poisonous,3.95,8.45,6.2,177
poisonous,6.82,16.91,6.36,71
poisonous,6.24,6.85,5.58,90
poisonous,9.51,23.93,11.14,198
poisonous,1.6,1.65,4.34,166
edible,7.42,15.86,8.52,95
edible,8.31,10.24,6.33,187
edible,9.43,16.66,4.44,109
poisonous,9.25,15.24,7.6,5
poisonous,6.4,7.36,7.46,76
edible,10.83,17.04,10.69,91
poisonous,10.5,13.95,5.78,170
edible,10.15,24.37,7.89,10
poisonous,9.27,17.31,11.42,157
poisonous,4.93,8.79,9.93,149
edible,10.58,34.77,7.41,65
edible,6.35,17.17,7.54,16
edible,1.45,2.52,5.32,10
edible,6.27,6.0,4.95,31
edible,8.74,9.67,8.11,140
edible,7.5,12.66,6.67,128
poisonous,4.57,6.21,4.55,110
poisonous,3.65,3.62,5.87,197
edible,5.35,7.15,5.92,189
poisonous,3.44,6.43,4.24,97
poisonous,10.76,12.81,11.03,113
edible,7.04,7.83,7.59,103
edible,18.38,67.3,14.38,172
poisonous,2.27,3.09,6.55,146
edible,4.04,7.37,4.67,39
poisonous,4.25,0.0,0.0,180
poisonous,5.72,11.97,6.69,88
poisonous,7.48,11.07,5.11,60
poisonous,7.85,15.79,11.14,181
poisonous,2.8,0.0,0.0,145
edible,2.39,4.5,6.28,193
poisonous,3.68,2.44,3.82,53
poisonous,2.85,2.52,9.09,50
edible,3.7,5.74,3.11,117
edible,10.48,22.78,8.36,194
poisonous,9.07,13.78,6.82,140
poisonous,3.51,3.05,4.08,47
edible,7.77,16.02,6.18,152
edible,16.74,20.84,22.01,128
edible,8.14,16.44,8.16,101
edible,6.55,16.6,4.26,94
edible,7.02,11.93,8.33,43
edible,7.04,11.98,9.01,89
poisonous,7.06,7.36,4.91,181
poisonous,8.79,16.99,5.7,196
edible,6.97,14.54,4.88,66
edible,1.08,1.05,5.84,110
poisonous,7.04,9.3,4.03,111
poisonous,14.85,31.06,11.01,58
poisonous,8.36,17.39,7.15,130
poisonous,1.9,2.89,6.61,13
edible,0.77,1.04,5.84,92
edible,10.58,23.19,6.64,41
poisonous,6.76,8.76,8.07,53
poisonous,3.23,6.41,5.16,45
edible,6.28,9.24,4.73,21
poisonous,7.19,18.3,15.88,92
poisonous,3.2,4.18,7.78,25
edible,12.66,21.92,7.27,55
edible,7.05,13.43,6.73,63
poisonous,3.69,3.54,5.29,171
poisonous,3.75,4.21,4.94,187
poisonous,16.19,29.76,6.34,45
edible,9.14,13.94,7.17,43
poisonous,1.32,5.05,3.43,145
poisonous,4.58,5.43,6.66,196
edible,6.39,7.97,5.3,15
edible,4.39,3.65,5.68,151
poisonous,3.15,6.74,2.89,143
poisonous,2.16,2.32,7.43,81
poisonous,3.55,7.18,6.23,131
edible,11.36,22.78,5.94,50
edible,3.35,5.78,5.79,49
poisonous,6.74,10.23,6.44,5
edible,6.6,22.93,11.2,172
poisonous,16.4,17.83,17.92,112
edible,4.2,3.6,4.97,23
poisonous,16.15,32.66,8.45,80
poisonous,9.44,22.39,7.73,76
poisonous,4.47,5.16,5.63,193
edible,18.93,32.32,14.65,113
poisonous,5.5,7.41,8.19,16
edible,6.37,8.35,4.09,193
edible,8.86,13.5,6.27,165
edible,4.98,13.2,6.79,49
edible,9.86,18.26,9.41,94
poisonous,2.38,2.64,7.99,107
poisonous,8.01,11.36,9.89,12
poisonous,0.65,0.7,3.4,157
poisonous,14.32,24.66,5.24,95
poisonous,3.3,6.46,3.58,178
poisonous,5.03,7.93,5.38,91
edible,8.61,16.43,7.66,162
poisonous,6.83,16.41,5.4,179
poisonous,1.49,2.59,5.2,181
poisonous,4.42,7.94,6.72,179
poisonous,7.66,10.14,4.23,88
edible,8.32,16.03,8.96,86
edible,3.48,6.53,5.09,150
edible,7.93,17.87,8.26,198
poisonous,10.39,14.51,10.53,72
poisonous,0.7,0.93,3.85,165
poisonous,8.47,14.96,9.32,131
edible,7.84,17.54,6.3,168
edible,7.52,25.03,5.71,86
poisonous,7.94,16.61,8.19,151
edible,11.04,15.09,10.52,160
poisonous,7.08,15.05,7.77,172
poisonous,9.62,26.22,11.11,88
poisonous,3.24,4.53,4.65,117
poisonous,6.91,9.7,7.42,80
edible,7.24,21.61,5.84,126
edible,4.87,7.4,4.37,147
poisonous,6.09,12.26,11.08,45
poisonous,2.1,2.62,7.54,171
poisonous,8.3,11.21,4.1,6
edible,4.33,8.03,4.77,195
poisonous,2.03,2.46,4.01,33
edible,2.46,3.03,5.57,109
poisonous,4.39,28.8,5.36,198
poisonous,9.25,16.32,11.01,55
poisonous,5.23,10.39,8.38,79
poisonous,3.23,2.28,3.39,14
edible,4.57,4.06,5.55,146
poisonous,0.51,0.96,3.83,55
edible,4.64,9.29,4.1,122
edible,4.28,38.97,5.99,125
edible,8.69,12.18,6.5,43
poisonous,2.46,5.25,2.62,32
poisonous,6.49,7.13,7.61,7
poisonous,6.48,13.99,7.55,88
edible,5.93,13.72,13.99,159
edible,1.37,1.6,4.7,121
poisonous,8.65,17.92,16.64,6
poisonous,6.11,11.18,8.53,97
poisonous,14.76,28.79,5.4,170
edible,4.44,19.49,5.62,135
edible,1.54,1.89,5.91,148
poisonous,6.17,5.88,5.98,98
edible,4.74,6.93,6.67,44
edible,7.06,8.07,5.32,6
edible,3.96,5.77,3.59,85
edible,3.46,8.87,7.54,173
edible,9.07,15.09,7.54,16
edible,8.2,14.77,6.55,167
edible,5.84,10.68,8.27,69
edible,10.45,19.18,7.13,59
poisonous,3.78,3.54,4.42,49
poisonous,3.31,2.59,3.54,105
poisonous,7.28,7.33,3.82,66
poisonous,7.28,11.87,9.21,53
poisonous,2.94,6.66,2.92,131
poisonous,6.06,13.43,1.5,157
poisonous,7.52,11.85,9.49,27
poisonous,10.56,27.95,7.31,156
poisonous,3.87,6.16,4.64,42
edible,10.92,25.61,5.88,32
poisonous,3.77,2.9,3.83,25
poisonous,1.23,2.66,4.19,186
poisonous,5.29,6.69,5.54,111
edible,7.38,11.34,8.73,150
poisonous,3.26,3.36,4.79,168
poisonous,0.76,2.1,3.16,103
poisonous,5.58,8.89,7.67,177
edible,4.04,9.77,4.69,123
edible,7.29,25.82,12.44,77
poisonous,9.28,13.21,9.42,185
poisonous,3.72,4.34,5.78,126
edible,13.25,13.83,2.45,34
edible,1.73,2.18,6.33,192
edible,10.18,21.27,7.13,112
poisonous,8.12,12.31,9.27,102
edible,9.5,20.9,6.95,36
poisonous,3.48,5.6,6.65,199
poisonous,2.8,3.74,4.17,199
poisonous,3.69,7.76,4.61,160
poisonous,4.52,5.18,6.57,176
edible,12.06,23.58,9.03,83
poisonous,2.1,2.9,7.02,45
poisonous,4.93,7.02,7.05,67
poisonous,1.79,2.89,6.33,27
edible,4.3,6.96,5.31,108
poisonous,2.44,2.3,6.62,79
poisonous,3.13,0.0,0.0,52
poisonous,7.8,13.71,6.88,164
edible,1.68,1.69,5.53,61
poisonous,5.1,5.39,6.15,122
poisonous,8.05,19.36,7.33,104
poisonous,0.78,1.28,2.75,128
poisonous,3.73,8.71,6.13,165
poisonous,0.75,0.96,3.77,156
poisonous,8.82,16.88,14.7,171
poisonous,0.8,1.19,4.98,38
poisonous,8.34,12.06,12.37,188
poisonous,7.21,10.29,4.25,160
edible,10.39,17.85,8.33,169
poisonous,6.68,10.71,8.37,11
poisonous,7.24,11.91,12.15,169
edible,6.41,11.69,5.57,60
poisonous,4.62,4.82,5.52,69
poisonous,3.39,3.93,4.89,197
poisonous,0.72,0.95,4.22,51
poisonous,3.83,5.95,4.25,152
edible,5.79,9.88,5.31,23
edible,9.39,22.51,5.04,161
poisonous,8.94,14.31,7.95,192
edible,6.02,19.29,5.0,150
edible,3.32,5.75,3.63,167
poisonous,2.07,5.42,2.86,175
edible,3.75,10.23,4.25,130
poisonous,4.0,4.55,7.07,143
poisonous,26.96,37.43,5.84,53
poisonous,5.63,12.49,8.65,117
poisonous,1.53,2.46,6.77,42
poisonous,5.96,13.11,6.28,68
poisonous,2.73,3.49,4.11,73
poisonous,9.86,15.48,10.33,140
poisonous,3.39,7.48,3.83,166
poisonous,5.63,12.27,8.66,180
poisonous,5.76,6.54,11.72,120
poisonous,6.72,8.48,4.85,188
edible,8.21,22.23,10.35,69
edible,5.75,8.21,5.15,35
poisonous,4.07,0.0,0.0,136
edible,8.11,21.94,4.86,117
edible,10.07,19.34,6.94,113
edible,2.62,3.97,5.92,182
edible,5.05,4.44,5.49,73
poisonous,0.72,0.75,3.56,162
poisonous,7.6,11.12,11.23,124
edible,7.44,16.88,5.66,92
poisonous,7.5,12.1,6.22,191
poisonous,8.4,13.73,10.14,71
edible,5.47,12.02,4.66,79
edible,10.06,21.48,6.76,49
poisonous,7.92,14.99,7.39,8
edible,8.79,22.34,3.84,158
edible,9.76,18.12,7.49,159
poisonous,8.09,17.57,10.95,178
edible,6.82,12.56,8.25,111
edible,9.03,12.15,11.51,196
edible,7.56,9.91,3.63,55
edible,9.23,25.25,11.6,54
poisonous,12.19,17.58,7.04,10
edible,1.36,2.44,4.91,63
edible,4.53,64.8,7.47,129
edible,1.76,2.32,4.57,147
edible,5.41,6.96,4.1,34
poisonous,8.56,18.07,7.85,174
edible,4.26,11.9,5.02,126
poisonous,8.86,23.98,2.88,129
poisonous,4.65,6.13,5.0,41
poisonous,2.41,3.71,3.52,174
poisonous,4.16,7.62,5.85,128
poisonous,4.23,5.97,4.25,105
poisonous,3.69,3.64,6.08,39
poisonous,5.34,5.7,5.08,91
edible,4.35,6.51,5.98,138
poisonous,5.73,8.38,7.21,22
poisonous,3.36,5.85,4.57,117
poisonous,9.33,16.7,9.56,33
edible,4.81,12.55,5.9,81
poisonous,2.66,0.0,0.0,63
edible,1.57,2.48,4.82,179
edible,6.78,12.47,4.89,130
edible,7.64,17.99,8.53,149
edible,11.29,24.6,7.83,113
edible,9.49,17.13,8.91,26
edible,9.32,14.15,10.09,72
poisonous,5.22,9.34,7.85,73
edible,1.68,1.48,5.2,169
edible,4.26,6.77,6.54,53
poisonous,1.71,5.81,2.98,145
poisonous,4.98,6.54,5.84,166
poisonous,10.35,17.73,7.81,113
poisonous,13.61,24.93,13.1,90
poisonous,2.97,2.58,9.64,57
edible,7.73,15.87,2.47,127
edible,9.68,17.08,6.17,91
poisonous,2.71,4.26,5.4,183
edible,5.03,4.48,5.77,135
edible,7.88,19.69,6.57,46
poisonous,1.62,1.7,4.48,102
poisonous,6.81,7.64,4.78,164
edible,4.36,10.7,6.09,113
poisonous,3.11,6.83,3.7,55
poisonous,3.61,2.89,4.03,89
edible,7.99,24.73,7.1,178
edible,11.6,22.75,9.09,131
poisonous,4.54,14.13,6.01,25
edible,11.02,17.38,8.84,48
edible,8.84,10.18,5.85,143
poisonous,3.55,9.28,5.4,107
poisonous,7.83,15.32,8.35,72
poisonous,5.33,12.5,11.13,133
edible,14.22,22.26,6.63,96
edible,5.12,8.6,4.58,195
poisonous,6.29,14.48,6.34,28
edible,7.36,12.4,8.03,129
edible,7.86,15.84,10.99,145
poisonous,6.3,14.07,1.35,115
poisonous,0.57,0.79,3.4,102
edible,4.38,4.02,6.53,143
poisonous,3.47,0.0,0.0,183
poisonous,8.93,18.39,14.18,21
edible,14.77,17.23,10.2,103
poisonous,2.33,2.64,4.89,86
edible,3.51,6.74,6.44,108
edible,8.79,14.08,2.36,156
poisonous,4.03,32.83,4.99,23
edible,11.16,26.54,7.74,169
poisonous,1.95,2.5,7.7,89
edible,3.94,6.63,5.51,12
poisonous,10.0,27.78,7.58,32
edible,3.61,6.04,4.38,9
poisonous,9.14,20.46,9.48,149
poisonous,2.73,11.7,2.11,105
poisonous,1.48,2.57,5.17,168
poisonous,15.58,29.52,7.49,122
edible,6.11,11.05,5.77,151
edible,4.39,12.48,6.98,68
poisonous,8.65,18.1,15.93,95
edible,7.58,14.64,7.93,121
edible,3.04,3.03,7.01,102
edible,1.84,2.94,5.64,15
edible,4.19,9.11,6.64,58
edible,3.29,6.44,5.52,177
edible,8.22,12.98,9.06,51
poisonous,6.67,17.2,6.1,144
poisonous,2.7,3.42,6.66,153
poisonous,3.98,7.82,9.0,143
edible,5.52,3.53,4.8,9
poisonous,2.63,2.47,7.87,188
poisonous,4.48,8.0,6.53,24
edible,2.28,4.61,7.2,173
edible,4.7,8.36,6.77,50
edible,6.35,8.57,4.64,16
poisonous,4.65,0.0,0.0,74
edible,8.67,15.63,8.79,21
poisonous,3.01,29.47,5.3,119
edible,11.27,22.79,8.63,151
poisonous,3.83,6.97,6.04,158
poisonous,6.65,6.03,5.56,52
poisonous,4.47,3.33,4.43,112
poisonous,5.43,8.16,6.43,56
poisonous,2.29,5.05,2.9,100
edible,1.08,1.12,6.02,74
poisonous,1.28,2.35,1.99,187
poisonous,2.81,2.69,3.77,106
edible,6.87,16.86,6.19,79
edible,1.15,2.49,5.34,165
poisonous,2.53,2.74,8.02,194
poisonous,1.48,1.52,4.1,155
poisonous,1.3,5.76,3.33,147
edible,4.89,18.08,4.19,159
poisonous,5.91,11.13,6.31,196
edible,16.29,34.41,16.21,183
edible,7.66,12.49,6.55,185
poisonous,0.63,0.86,3.72,86
poisonous,3.79,0.0,0.0,96
edible,5.76,4.96,7.04,183
poisonous,1.62,2.61,5.3,179
poisonous,1.45,1.53,3.78,8
poisonous,13.46,24.42,4.76,139
poisonous,10.87,23.37,8.43,113
poisonous,5.05,5.68,3.08,167
poisonous,5.75,8.14,5.43,52
poisonous,5.88,10.02,8.17,77
edible,13.27,17.27,19.74,76
poisonous,3.42,0.0,0.0,120
edible,9.94,16.44,8.4,177
edible,3.32,6.7,4.1,85
edible,9.82,10.09,8.08,85
poisonous,11.35,15.39,16.96,117
poisonous,0.98,2.34,2.7,100
poisonous,7.56,13.96,1.61,76
poisonous,9.47,14.09,10.91,151
edible,2.5,5.05,6.29,67
poisonous,10.29,25.01,3.75,42
poisonous,8.41,8.45,8.41,71
poisonous,7.84,15.17,8.08,191
edible,10.26,20.72,11.69,73
poisonous,6.13,13.66,7.52,17
edible,2.66,6.58,6.25,179
edible,8.65,15.27,4.57,193
poisonous,6.38,6.82,5.36,35
edible,8.61,19.71,6.53,118
edible,6.32,5.9,7.1,26
poisonous,8.57,11.65,6.72,97
edible,3.75,7.1,3.66,175
edible,43.6,18.75,4.7,71
poisonous,1.74,2.15,5.27,58
poisonous,7.27,13.41,5.9,142
poisonous,0.77,1.16,4.72,46
poisonous,8.65,7.65,8.44,68
poisonous,3.68,3.95,7.43,130
edible,2.04,3.06,5.62,25
edible,3.87,6.74,4.16,198
edible,8.76,16.21,9.9,173
poisonous,6.21,8.44,4.95,156
edible,3.74,10.76,4.48,39
poisonous,3.22,3.64,3.95,188
poisonous,2.81,2.36,3.05,34
poisonous,5.13,6.73,3.95,61
poisonous,4.61,12.52,3.89,51
poisonous,3.38,0.0,0.0,167
edible,4.05,3.5,5.16,23
poisonous,4.06,2.84,4.03,118
edible,12.82,23.18,6.82,12
poisonous,4.5,5.07,4.47,30
edible,18.71,35.19,16.69,117
edible,17.89,20.61,6.67,75
poisonous,4.27,0.0,0.0,34
poisonous,2.45,3.47,3.19,139
poisonous,14.84,33.13,9.69,71
poisonous,10.11,14.39,8.9,69
edible,3.67,6.14,4.7,40
edible,11.85,18.88,12.35,29
poisonous,8.12,12.42,5.39,41
poisonous,3.87,5.39,5.61,5
poisonous,1.85,1.86,5.03,147
poisonous,13.56,34.89,5.65,41
poisonous,2.89,3.16,3.86,145
edible,15.82,26.87,10.52,140
edible,4.79,43.58,7.93,137
edible,8.65,20.43,7.43,192
edible,5.46,9.26,6.79,132
poisonous,11.99,14.97,11.53,131
poisonous,7.11,11.05,4.23,5
poisonous,10.72,16.02,6.25,168
edible,7.86,72.72,8.01,39
poisonous,3.62,4.79,4.29,198
edible,2.81,2.95,6.59,195
poisonous,3.08,3.56,4.01,108
poisonous,7.2,11.06,9.3,27
poisonous,3.17,0.0,0.0,13
poisonous,6.14,16.21,5.04,38
edible,9.74,13.68,8.49,178
poisonous,6.54,12.6,7.57,132
poisonous,3.79,6.35,3.73,8
edible,7.46,15.81,6.57,162
poisonous,17.68,26.05,6.88,106
poisonous,6.54,12.31,5.89,79
edible,7.87,9.86,3.62,103
poisonous,7.16,15.37,5.78,76
edible,6.47,13.37,12.6,7
poisonous,3.4,2.32,3.43,146
edible,1.24,1.64,5.49,192
poisonous,5.42,10.03,7.54,177
poisonous,4.73,13.71,3.99,38
edible,2.04,3.09,5.04,49
poisonous,2.9,3.4,4.21,65
poisonous,1.45,2.69,5.43,87
poisonous,1.78,2.65,5.47,127
poisonous,8.82,31.64,9.59,106
poisonous,7.66,9.97,5.05,20
poisonous,9.57,12.69,5.27,70
poisonous,1.54,2.57,5.06,172
poisonous,9.34,12.13,10.39,149
edible,12.69,20.64,7.12,123
poisonous,0.72,0.77,3.51,166
edible,14.74,19.11,13.22,128
edible,5.54,20.76,6.18,148
edible,9.12,19.34,4.9,106
poisonous,3.74,7.22,8.03,192
edible,7.67,12.2,8.6,70
poisonous,2.57,2.27,7.35,198
poisonous,9.93,25.94,3.42,17
poisonous,3.76,3.55,4.9,188
edible,4.62,9.06,8.3,115
poisonous,7.48,11.83,4.37,163
poisonous,19.64,34.02,6.07,38
poisonous,8.81,16.87,6.68,43
poisonous,11.37,14.72,10.87,199
poisonous,1.75,3.13,5.37,140
edible,10.61,12.08,19.06,124
poisonous,8.41,9.59,7.66,130
edible,4.07,12.73,5.86,59
poisonous,3.93,4.27,5.58,31
edible,12.15,23.65,7.19,122
poisonous,22.34,32.47,5.51,57
poisonous,11.11,31.73,14.29,43
edible,7.77,12.08,6.43,69
edible,7.61,10.32,5.69,149
poisonous,5.43,9.11,6.28,162
edible,0.7,0.98,5.29,185
poisonous,4.12,6.08,4.71,17
edible,4.38,8.0,4.76,25
edible,9.71,17.9,9.39,151
edible,12.45,22.53,9.13,57
poisonous,5.91,5.89,5.08,23
edible,2.61,3.17,6.52,61
poisonous,1.53,2.31,4.59,29
poisonous,4.41,4.23,8.74,35
edible,3.66,10.93,4.88,85
poisonous,16.66,31.79,5.3,187
poisonous,15.59,26.32,5.3,27
poisonous,4.12,3.26,4.3,36
edible,9.55,18.49,7.66,194
edible,6.73,9.72,6.0,78
poisonous,3.34,5.98,4.73,14
poisonous,5.59,7.09,9.24,58
poisonous,3.82,8.94,5.48,56
poisonous,9.02,13.0,7.66,152
edible,1.56,1.92,5.51,164
edible,5.0,56.08,6.64,118
edible,5.36,11.52,4.36,18
poisonous,0.54,0.93,3.91,182
edible,6.43,5.34,6.47,160
poisonous,8.91,14.55,7.87,114
poisonous,0.79,1.03,4.03,57
poisonous,4.47,8.19,10.28,156
poisonous,7.81,10.93,9.35,83
poisonous,19.88,40.88,4.72,26
poisonous,1.15,1.97,3.62,34
edible,1.59,2.6,4.74,195
edible,8.18,13.35,6.22,8
poisonous,9.21,19.62,14.52,63
edible,6.22,12.05,5.19,12
edible,6.83,21.58,6.36,16
poisonous,4.02,12.22,4.6,123
poisonous,12.47,25.09,12.25,163
poisonous,2.67,3.47,3.7,38
poisonous,3.44,6.98,3.39,86
poisonous,5.31,17.04,6.74,102
poisonous,8.31,9.59,8.75,131
edible,1.42,2.52,5.17,79
poisonous,0.62,0.76,3.54,109
poisonous,2.02,3.24,8.06,53
edible,9.03,16.17,4.87,83
poisonous,9.9,25.92,3.79,189
poisonous,2.78,6.15,5.03,97
poisonous,4.71,8.04,6.44,158
poisonous,5.07,12.82,1.25,22
edible,1.16,1.47,5.76,100
poisonous,5.14,13.37,5.43,42
edible,9.56,16.4,8.47,91
poisonous,7.1,17.63,5.59,92
edible,7.84,11.94,4.46,54
edible,5.22,7.89,5.11,12
poisonous,1.53,2.5,1.92,173
poisonous,2.19,2.03,4.52,138
edible,12.31,22.22,7.44,73
poisonous,13.79,37.17,11.83,176
edible,6.84,13.32,15.07,125
edible,9.14,15.01,6.0,68
poisonous,6.33,7.01,13.55,161
edible,5.48,13.66,6.45,160
poisonous,5.03,10.34,5.56,143
poisonous,5.96,6.26,5.67,125
poisonous,3.71,6.79,5.08,69
poisonous,14.84,29.6,6.19,111
edible,3.05,4.07,6.03,151
poisonous,1.59,2.53,5.19,141
edible,1.21,1.18,4.17,159
poisonous,5.83,6.12,5.4,166
edible,16.8,23.29,8.58,176
edible,12.47,20.23,11.08,104
edible,8.04,9.24,6.19,86
poisonous,1.32,2.62,5.4,147
poisonous,11.52,16.65,6.74,55
poisonous,5.82,12.55,8.24,145
edible,1.99,4.7,6.47,87
poisonous,9.67,14.22,14.41,181
edible,5.79,9.77,5.18,116
edible,2.99,10.77,4.37,60
edible,1.0,1.37,2.78,183
poisonous,3.27,0.0,0.0,169
edible,2.86,4.57,6.49,149
edible,4.81,5.45,7.41,190
poisonous,12.16,17.52,7.26,161
poisonous,3.68,6.07,4.38,165
poisonous,4.82,7.01,6.33,64
edible,2.69,3.38,6.87,124
edible,8.65,13.63,4.08,187
poisonous,5.5,7.24,7.31,142
poisonous,7.16,13.28,10.35,179
edible,6.96,6.02,7.23,27
edible,6.09,13.85,6.55,153
edible,3.68,56.52,7.75,17
edible,4.21,7.34,6.33,105
edible,3.73,6.69,5.95,165
poisonous,6.15,0.0,0.0,28
poisonous,3.09,2.8,3.73,112
poisonous,21.29,50.27,6.62,15
edible,16.01,25.35,9.3,21
poisonous,11.01,17.55,8.46,179
poisonous,10.66,11.45,12.31,29
poisonous,4.31,6.67,5.34,98
poisonous,3.06,24.16,4.79,25
edible,13.77,25.14,7.64,88
edible,0.93,0.83,4.59,144
poisonous,8.78,18.94,8.72,41
poisonous,17.26,33.62,4.44,46
poisonous,7.14,11.83,7.25,149
edible,8.05,20.04,7.72,105
poisonous,5.67,12.68,3.91,52
poisonous,12.61,16.18,11.17,107
poisonous,3.58,3.0,4.18,32
edible,10.56,13.76,2.43,45
edible,5.52,12.73,5.06,103
edible,12.45,24.96,9.36,51
poisonous,2.7,3.09,3.19,150
poisonous,2.77,0.0,0.0,109
poisonous,3.78,4.04,8.3,128
poisonous,6.69,14.05,8.2,17
poisonous,9.48,25.45,7.65,145
poisonous,9.0,16.28,8.79,104
edible,8.19,25.18,12.22,35
poisonous,8.72,11.84,5.04,134
edible,6.68,24.74,10.28,20
edible,11.45,19.81,5.74,141
poisonous,7.86,9.45,6.33,77
poisonous,6.72,15.99,7.01,170
edible,1.48,4.14,4.98,58
edible,7.34,11.38,4.06,188
poisonous,11.83,29.29,8.18,104
edible,1.16,1.06,5.87,113
edible,4.42,8.77,6.96,91
poisonous,1.48,2.49,2.2,177
edible,4.79,9.43,3.49,166
poisonous,4.11,4.59,6.09,141
poisonous,5.13,5.32,3.16,12
poisonous,7.59,15.68,8.64,11
poisonous,3.83,3.47,4.78,40
edible,3.65,7.09,3.96,22
poisonous,6.89,9.59,6.39,7
edible,1.32,2.64,5.03,32
edible,4.3,6.33,4.33,74
poisonous,3.68,7.49,5.14,176
poisonous,1.97,2.74,6.99,153
edible,5.08,4.77,7.59,32
